Cromossomo          |            Fitness
1,0,1,1,1,0,0,0, 890
0,1,1,1,0,1,1,1, 888
0,1,1,1,0,1,0,0, 878
1,0,1,1,0,0,0,0, 0
0,1,1,1,1,1,0,0, 0
1,1,1,1,0,1,1,1, 0
0,1,1,1,0,1,1,1, 0
1,0,1,1,1,0,0,0, 0
1,0,1,1,1,0,0,0, 0
0,0,1,1,0,0,1,0, 0
1,1,1,1,1,1,0,1, 0
0,1,1,1,0,1,0,0, 0
0,1,1,1,0,1,0,0, 0
1,0,1,1,1,1,0,0, 0
0,1,1,1,0,0,0,0, 0
1,0,1,1,1,0,1,0, 0
0,1,1,1,0,1,0,1, 0
0,0,1,1,1,1,0,0, 0
1,1,1,1,0,0,1,1, 0
0,0,1,1,1,1,0,1, 0
1,1,1,1,0,0,1,0, 0
1,1,1,1,1,0,1,0, 0
0,0,1,1,0,1,0,1, 0
1,0,1,1,1,0,0,0, 0
1,0,1,1,1,0,0,0, 0
0,0,1,0,0,1,0,0, 0
1,1,1,1,1,0,1,1, 0
0,1,1,1,0,1,0,0, 0
1,0,1,1,1,0,1,0, 0
0,1,1,1,0,1,0,0, 0
