Geração,mutacao1,mutacao5,roleta,torneio,elitismo,somente_filhos,uniforme,dois_pontos
768,900,900,895,898,900,900,900,900
769,900,900,900,898,900,900,900,900
770,900,900,895,898,900,900,900,900
771,900,900,900,898,900,900,900,900
772,900,900,900,898,900,900,900,900
773,900,900,900,898,900,900,900,900
774,900,900,900,898,900,900,900,900
775,900,900,895,898,900,900,900,900
776,900,900,900,898,900,900,900,900
777,900,900,900,898,900,900,900,900
778,900,900,900,898,900,900,900,900
779,900,900,900,898,900,900,900,900
780,900,900,900,898,900,900,900,900
781,900,900,900,898,900,900,900,900
782,900,900,900,898,900,900,900,900
783,900,900,895,898,900,900,900,900
784,900,900,900,898,900,900,900,900
785,900,900,900,898,900,900,900,900
786,900,900,900,898,900,900,900,900
787,900,900,900,898,900,900,900,900
788,900,900,898,898,900,900,900,900
789,900,900,895,898,900,900,900,900
790,900,900,895,898,900,900,900,900
791,900,900,898,898,900,900,900,900
792,900,900,895,898,900,900,900,900
793,900,900,895,898,900,900,900,900
794,900,900,898,898,900,900,900,900
795,900,900,898,898,900,900,900,900
796,900,900,900,898,900,900,900,900
797,900,900,898,898,900,900,900,900
798,900,900,895,898,900,900,900,900
799,900,900,895,898,900,900,900,900
800,900,900,898,898,900,900,900,900
801,900,900,895,898,900,900,900,900
802,900,900,900,898,900,900,900,900
803,900,900,900,898,900,900,900,900
804,900,900,900,898,900,900,900,900
805,900,900,900,898,900,900,900,900
806,900,900,895,898,900,900,900,900
807,900,900,900,898,900,900,900,900
808,900,900,900,898,900,900,900,900
809,900,900,895,898,900,900,900,900
810,900,900,900,898,900,900,900,900
811,900,900,895,898,900,900,900,900
812,900,900,895,898,900,900,900,900
813,900,900,895,898,900,900,900,900
814,900,900,895,898,900,900,900,900
815,900,900,900,898,900,900,900,900
816,900,900,895,898,900,900,900,900
817,900,900,895,898,900,900,900,900
818,900,900,895,898,900,900,900,900
819,900,900,900,898,900,900,900,900
820,900,900,895,898,900,900,900,900
821,900,900,900,898,900,900,900,900
822,900,900,900,898,900,900,900,900
823,900,900,895,898,900,900,900,900
824,900,900,895,898,900,900,900,900
825,900,900,898,898,900,900,900,900
826,900,900,898,898,900,900,900,900
827,900,900,900,898,900,900,900,900
828,900,900,900,898,900,900,900,900
829,900,900,900,898,900,900,900,900
830,900,900,900,898,900,900,900,900
831,900,900,900,898,900,900,900,900
832,900,900,895,898,900,900,900,900
833,900,900,900,898,900,900,900,900
834,900,900,895,898,900,900,900,900
835,900,900,900,898,900,900,900,900
836,900,900,900,898,900,900,900,900
837,900,900,898,898,900,900,900,900
838,900,900,900,898,900,900,900,900
839,900,900,900,898,900,900,900,900
840,900,900,895,898,900,900,900,900
841,900,900,895,898,900,900,900,900
842,900,900,895,898,900,900,900,900
843,900,900,895,898,900,900,900,900
844,900,900,900,898,900,900,900,900
845,900,900,900,898,900,900,900,900
846,900,900,900,898,900,900,900,900
847,900,900,900,898,900,900,900,900
848,900,900,895,898,900,900,900,900
849,900,900,895,898,900,900,900,900
850,900,900,900,898,900,900,900,900
851,900,900,900,898,900,900,900,900
852,900,900,895,898,900,900,900,900
853,900,900,895,898,900,900,900,900
854,900,900,895,898,900,900,900,900
855,900,900,898,898,900,900,900,900
856,900,900,898,898,900,900,900,900
857,900,900,900,898,900,900,900,900
858,900,900,900,898,900,900,900,900
859,900,900,895,898,900,900,900,900
860,900,900,900,898,900,900,900,900
861,900,900,895,898,900,900,900,900
862,900,900,895,898,900,900,900,900
863,900,900,900,898,900,900,900,900
864,900,900,895,898,900,900,900,900
865,900,900,895,898,900,900,900,900
866,900,900,900,898,900,900,900,900
867,900,900,895,898,900,900,900,900
868,900,900,895,898,900,900,900,900
869,900,900,895,898,900,900,900,900
870,900,900,895,898,900,900,900,900
871,900,900,898,898,900,900,900,900
872,900,900,900,898,900,900,900,900
873,900,900,895,898,900,900,900,900
874,900,900,900,898,900,900,900,900
875,900,900,895,898,900,900,900,900
876,900,900,895,898,900,900,900,900
877,900,900,900,898,900,900,900,900
878,900,900,895,898,900,900,900,900
879,900,900,900,898,900,900,900,900
880,900,900,900,898,900,900,900,900
881,900,900,898,898,900,900,900,900
882,900,900,895,898,900,900,900,900
883,900,900,895,898,900,900,900,900
884,900,900,895,898,900,900,900,900
885,900,900,898,898,900,900,900,900
886,900,900,895,898,900,900,900,900
887,900,900,900,898,900,900,900,900
888,900,900,895,898,900,900,900,900
889,900,900,895,898,900,900,900,900
890,900,900,895,898,900,900,900,900
891,900,900,900,898,900,900,900,900
892,900,900,900,898,900,900,900,900
893,900,900,900,898,900,900,900,900
894,900,900,900,898,900,900,900,900
895,900,900,895,898,900,900,900,900
896,900,900,900,898,900,900,900,900
897,900,900,900,898,900,900,900,900
898,900,900,895,898,900,900,900,900
899,900,900,895,898,900,900,900,900
900,900,900,900,898,900,900,900,900
901,900,900,900,898,900,900,900,900
902,900,900,900,898,900,900,900,900
903,900,900,900,898,900,900,900,900
904,900,900,900,898,900,900,900,900
905,900,900,900,898,900,900,900,900
906,900,900,900,898,900,900,900,900
907,900,900,900,898,900,900,900,900
908,900,900,900,898,900,900,900,900
909,900,900,900,898,900,900,900,900
910,900,900,900,898,900,900,900,900
911,900,900,900,898,900,900,900,900
912,900,900,900,898,900,900,900,900
913,900,900,900,898,900,900,900,900
914,900,900,900,898,900,900,900,900
915,900,900,895,898,900,900,900,900
916,900,900,900,898,900,900,900,900
917,900,900,900,898,900,900,900,900
918,900,900,900,898,900,900,900,900
919,900,900,900,898,900,900,900,900
920,900,900,900,898,900,900,900,900
921,900,900,900,898,900,900,900,900
922,900,900,900,898,900,900,900,900
923,900,900,900,898,900,900,900,900
924,900,900,900,898,900,900,900,900
925,900,900,900,898,900,900,900,900
926,900,900,900,898,900,900,900,900
927,900,900,900,898,900,900,900,900
928,900,900,900,898,900,900,900,900
929,900,900,900,898,900,900,900,900
930,900,900,900,898,900,900,900,900
931,900,900,900,898,900,900,900,900
932,900,900,900,898,900,900,900,900
933,900,900,900,898,900,900,900,900
934,900,900,900,898,900,900,900,900
935,900,900,900,898,900,900,900,900
936,900,900,898,898,900,900,900,900
937,900,900,900,898,900,900,900,900
938,900,900,895,898,900,900,900,900
939,900,900,900,898,900,900,900,900
940,900,900,900,898,900,900,900,900
941,900,900,895,898,900,900,900,900
942,900,900,895,898,900,900,900,900
943,900,900,900,898,900,900,900,900
944,900,900,900,898,900,900,900,900
945,900,900,895,898,900,900,900,900
946,900,900,900,898,900,900,900,900
947,900,900,898,898,900,900,900,900
948,900,900,895,898,900,900,900,900
949,900,900,900,898,900,900,900,900
950,900,900,900,898,900,900,900,900
951,900,900,900,898,900,900,900,900
952,900,900,900,898,900,900,900,900
953,900,900,900,898,900,900,900,900
954,900,900,900,898,900,900,900,900
955,900,900,900,898,900,900,900,900
956,900,900,895,898,900,900,900,900
957,900,900,895,898,900,900,900,900
958,900,900,895,898,900,900,900,900
959,900,900,895,898,900,900,900,900
960,900,900,900,898,900,900,900,900
961,900,900,900,898,900,900,900,900
962,900,900,900,898,900,900,900,900
963,900,900,900,898,900,900,900,900
964,900,900,900,898,900,900,900,900
965,900,900,900,898,900,900,900,900
966,900,900,900,898,900,900,900,900
967,900,900,900,898,900,900,900,900
968,900,900,900,898,900,900,900,900
969,900,900,900,898,900,900,900,900
970,900,900,900,898,900,900,900,900
971,900,900,900,898,900,900,900,900
972,900,900,900,898,900,900,900,900
973,900,900,900,898,900,900,900,900
974,900,900,900,898,900,900,900,900
975,900,900,900,898,900,900,900,900
976,900,900,900,898,900,900,900,900
977,900,900,900,898,900,900,900,900
978,900,900,900,898,900,900,900,900
979,900,900,895,898,900,900,900,900
980,900,900,900,898,900,900,900,900
981,900,900,900,898,900,900,900,900
982,900,900,900,898,900,900,900,900
983,900,900,895,898,900,900,900,900
984,900,900,900,898,900,900,900,900
985,900,900,900,898,900,900,900,900
986,900,900,900,898,900,900,900,900
987,900,900,900,898,900,900,900,900
988,900,900,900,898,900,900,900,900
989,900,900,900,898,900,900,900,900
990,900,900,900,898,900,900,900,900
991,900,900,900,898,900,900,900,900
992,900,900,900,898,900,900,900,900
993,900,900,900,898,900,900,900,900
994,900,900,900,898,900,900,900,900
995,900,900,900,898,900,900,900,900
996,900,900,898,898,900,900,900,900
997,900,900,900,898,900,900,900,900
998,900,900,900,898,900,900,900,900
999,900,900,900,898,900,900,900,900
1000,900,900,900,898,900,900,900,900
