Cromossomo          |            Fitness
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,0,1,1,                    900
1,0,1,1,1,1,0,0,                    898
1,0,1,1,1,1,0,0,                    898
1,0,1,1,1,1,0,0,                    898
0,1,1,1,0,1,1,1,                    888
0,1,1,1,0,1,1,1,                    888
0,1,1,1,0,1,1,1,                    888
0,1,1,1,0,1,1,1,                    888
0,1,1,1,0,1,1,1,                    888
0,1,1,1,0,1,1,1,                    888
